1	536
1.06134	1072
1.1137	1608
1.16605	2144
1.20896	2680
1.22784	3216
1.26131	3752
1.28019	4288
1.29549	4824
1.31386	5360
1.34243	5896
1.37571	6432
1.40899	6968
1.44227	7504
1.47555	8040
1.50883	8576
1.54211	9112
1.57539	9648
1.60867	10184
1.64195	10720
1.67523	11256
1.70851	11792
1.74179	12328
1.77507	12864
1.80835	13400
1.84163	13936
1.87491	14472
1.90819	15008
1.94147	15544
1.97475	16080
2.00803	16616
2.04131	17152
2.07459	17688
2.10787	18224
2.14115	18760
2.17443	19296
2.20771	19832
2.24099	20368
2.27427	20904
2.30755	21440
2.34083	21976
2.37411	22512
2.40739	23048
2.44067	23584
2.47395	24120
2.50723	24656
2.54051	25192
2.57379	25728
2.60707	26264
2.64035	26800
2.67363	27336
2.70691	27872
2.74019	28408
2.77347	28944
2.80675	29480
2.84003	30016
2.87331	30552
2.90659	31088
2.93987	31624
2.97315	32160
3.00643	32696
3.03971	33232
3.07299	33768
3.10627	34304
3.13955	34840
3.17283	35376
3.20611	35912
3.23939	36448
3.27267	36984
3.30595	37520
3.33923	38056
3.37251	38592
3.40579	39128
3.43907	39664
3.47235	40200
3.50563	40736
3.53891	41272
3.57219	41808
3.60547	42344
3.63875	42880
3.67203	43416
3.70531	43952
3.73859	44488
3.77187	45024
3.80515	45560
3.83843	46096
3.87171	46632
3.90499	47168
3.93827	47704
3.97155	48240
4.00483	48776
4.03811	49312
4.07139	49848
4.10467	50384
4.13795	50920
4.17123	51456
4.20451	51992
4.23779	52528
4.27107	53064
4.30435	53600
4.33763	54136
4.37091	54672
4.40419	55208
4.43747	55744
4.47075	56280
4.50403	56816
4.53731	57352
4.57059	57888
4.60387	58424
4.63715	58960
4.67043	59496
4.70371	60032
4.73699	60568
4.77027	61104
4.80355	61640
4.83683	62176
4.87011	62712
4.90339	63248
4.93667	63784
4.96995	64320
5.00323	64856
5.03651	65392
5.06979	65928
5.10307	65932
5.13635	65936
5.16963	65940
5.20291	65944
5.23619	65948
5.26947	65952
5.30275	65956
5.33603	65960
5.36931	65964
5.40259	65968
5.43587	65972
5.46915	65976
5.50243	65980
5.53571	65984
5.56899	65988
5.60227	65992
5.63555	65996
5.66883	66000
5.70211	66004
5.73539	66008
5.76867	66012
5.80195	66016
5.83523	66020
5.86851	66024
5.90179	66028
5.93507	66032
5.96835	66036
6.00163	66040
6.03491	66044
6.06819	66048
6.10147	66052
6.13475	66056
6.16803	66060
6.20131	66064
6.23459	66068
6.26787	66072
6.30115	66076
6.33443	66080
6.36771	66084
6.40099	66088
6.43427	66092
6.46755	66096
6.50083	66100
6.53411	66104
6.56739	66108
6.60067	66112
6.63395	66116
6.66723	66120
6.70051	66124
6.73379	66128
6.76707	66132
6.80035	66136
6.83363	66140
6.86691	66144
6.90019	66148
6.93347	66152
6.96675	66156
7.00003	66160
7.03331	66164
7.06659	66168
7.09987	66172
7.13315	66176
7.16643	66180
7.19971	66184
7.23299	66188
7.26627	66192
7.29955	66196
7.33283	66200
7.36611	66204
7.39939	66208
7.43267	66212
7.46595	66216
7.49923	66220
7.53251	66224
7.56579	66228
7.59907	66232
7.63235	66236
7.66563	66240
7.69891	66244
7.73219	66248
7.76547	66252
7.79875	66256
7.83203	66260
7.86531	66264
7.89859	66268
7.93187	66272
7.96515	66276
7.99843	66280
8.03171	66284
8.06499	66288
8.09827	66292
8.13155	66296
8.16483	66300
8.19811	66304
8.23139	66308
8.26467	66312
8.29795	66316
8.33123	66320
8.36451	66324
8.39779	66328
8.43107	66332
8.46435	66336
8.49763	66340
8.53091	66344
8.56419	66348
8.59747	66352
8.63075	66356
8.66403	66360
8.69731	66364
8.73059	66368
8.76387	66372
8.79715	66376
8.83043	66380
8.86371	66384
8.89699	66388
8.93027	66392
8.96355	66396
8.99683	66400
9.03011	66404
9.06339	66408
9.09667	66412
9.12995	66416
9.16323	66420
9.19651	66424
9.22979	66428
9.26307	66432
9.29635	66436
9.32963	66440
9.36291	66444
9.39619	66448
9.42947	66452
9.46275	66456
9.49603	66460
9.52931	66464
9.56259	66468
9.59587	66472
9.62915	66476
9.66243	66480
9.69571	66484
9.72899	66488
9.76227	66492
9.79555	66496
9.82883	66500
9.86211	66504
9.89539	66508
9.92867	66512
9.96195	66516
9.99523	66520
10.0285	66524
10.0618	66528
10.0951	66532
10.1284	66536
10.1616	66540
10.1949	66544
10.2282	66548
10.2615	66552
10.2948	66556
10.328	66560
10.3613	66564
10.3946	66568
10.4279	66572
10.4612	66576
10.4944	66580
10.5277	66584
10.561	66588
10.5943	66592
10.6276	66596
10.6608	66600
10.6941	66604
10.7274	66608
10.7607	66612
10.794	66616
10.8272	66620
10.8605	66624
10.8938	66628
10.9271	66632
10.9604	66636
10.9936	66640
11.0269	66644
11.0602	66648
11.0935	66652
11.1268	66656
